name,definition,difficulty
der Teppich,,B1
der Terminkalender,,B1
die Terrasse,,B1
testen,,B1
theoretisch,,B1
die Theorie,,B1
die Therapie,,B1
der Tierpark,,B1
tippen,,B1
der Tod,,B1
tolerant,,B1
das Tor,,B1
"die Tote, der Tote",,B1
der Tourismus,,B1
die Tradition,,B1
traditionell,,B1
der Trainer,,B1
die Trainerin,,B1
die Tram,,B1
der Transport,,B1
transportieren,,B1
der Treffpunkt,,B1
treiben,,B1
trennen,,B1
die Trennung,,B1
das Treppenhaus,,B1
treten,,B1
treu,,B1
das Trinkgeld,,B1
trocknen,,B1
der Tropfen,,B1
das Trottoir,,B1
trotz,,B1
trotzdem,,B1
die Träne,,B1
das Tuch,,B1
der Turm,,B1
twittern,,B1
der Typ,,B1
der Täter,,B1
die Täterin,,B1
die Tätigkeit,,B1
tödlich,,B1
die Tüte,,B1
die U-Bahn,,B1
das Ufer,,B1
umarmen,,B1
umdrehen,,B1
die Umfrage,,B1
die Umgebung,,B1
umgehen,,B1
umgekehrt,,B1
die Umleitung,,B1
umso,,B1
umsonst,,B1
der Umtausch,,B1
umtauschen,,B1
die Umwelt,,B1
der Umweltschutz,,B1
die Umweltverschmutzung,,B1
un-,,B1
unentschieden,,B1
ungefähr,,B1
ungewöhnlich,,B1
unglaublich,,B1
das Unglück,,B1
unheimlich,,B1
die Uniform,,B1
unter-,,B1
unterbrechen,,B1
die Unterhaltung,,B1
die Unterlage,,B1
unterlassen,,B1
der Unternehmer,,B1
die Unternehmerin,,B1
unterrichten,,B1
untersagt,,B1
unterscheiden,,B1
unterschiedlich,,B1
unterstreichen,,B1
unterstützen,,B1
die Unterstützung,,B1
die Untersuchung,,B1
die Urkunde,,B1
die Ursache,,B1
ursprünglich,,B1
das Urteil,,B1
die Vase,,B1
vegetarisch,,B1
das Velo,,B1
die Verabredung,,B1
verabschieden,,B1
verantwortlich,,B1
die Verantwortung,,B1
verbessern,,B1
verbinden,,B1
die Verbindung,,B1
das Verbot,,B1
verbrauchen,,B1
der Verbrecher,,B1
die Verbrecherin,,B1
verbrennen,,B1
verbringen,,B1
der Verdacht,,B1
verdächtig,,B1
die Vergangenheit,,B1
vergeblich,,B1
der Vergleich,,B1
das Vergnügen,,B1
vergnügen,,B1
vergnügt,,B1
vergrößern,,B1
verhaften,,B1
das Verhalten,,B1
verhalten,,B1
verhindern,,B1
das Verhältnis,,B1
das Verkehrszeichen,,B1
die Verkäuferin,,B1
der Verlag,,B1
verlangen,,B1
verlassen,,B1
verlaufen,,B1
die Verletzung,,B1
verliebt,,B1
der Verlierer,,B1
der Verlust,,B1
verlängern,,B1
vermeiden,,B1
die Vermietung,,B1
vermissen,,B1
die Vermittlung,,B1
vermuten,,B1
vermutlich,,B1
vernünftig,,B1
verpacken,,B1
verpflegen,,B1
verpflichten,,B1
verraten,,B1
verrückt,,B1
die Versammlung,,B1
verschmutzen,,B1
verschreiben,,B1
verschwinden,,B1
versichern,,B1
die Versichertenkarte,,B1
die Versicherung,,B1
versprechen,,B1
verstecken,,B1
verständlich,,B1
das Verständnis,,B1
der Versuch,,B1
versäumen,,B1
verteilen,,B1
das Vertrauen,,B1
vertrauen,,B1
vertreten,,B1
der Vertreter,,B1
die Vertreterin,,B1
die Vertretung,,B1
verursachen,,B1
verurteilen,,B1
die Verwaltung,,B1
verwandt,,B1
verwechseln,,B1
verwenden,,B1
verzeihen,,B1
die Verzeihung,,B1
verzichten,,B1
verändern,,B1
veröffentlichen,,B1
das Video,,B1
virtuell,,B1
das Virus,,B1
die Visitenkarte,,B1
das Visum,,B1
das Vitamin,,B1
die Vollzeit,,B1
voneinander,,B1
vor allem,,B1
voraus,,B1
die Voraussetzung,,B1
voraussichtlich,,B1
vorbei-,,B1
die Vorbereitung,,B1
vorder,,B1
die Vorfahrt,,B1
vorhaben,,B1
vorhin,,B1
vorkommen,,B1
vorlesen,,B1
vorläufig,,B1
der Vorort,,B1
vorschlagen,,B1
die Vorschrift,,B1
die Vorspeise,,B1
die Vorstellung,,B1
das Vorstellungsgespräch,,B1
der Vorteil,,B1
der Vortrag,,B1
der Vorwurf,,B1
völlig,,B1
waagerecht,,B1
waagrecht,,B1
wachsen,,B1
die Wahl,,B1
wahnsinnig,,B1
die Wahrheit,,B1
die Wand,,B1
die Wanderung,,B1
die Ware,,B1
warnen,,B1
das Waschmittel,,B1
der Wecker,,B1
weder,,B1
weg-,,B1
weigern,,B1
weiter-,,B1
die Weiterbildung,,B1
weltenweit,,B1
weltweit,,B1
wenden,,B1
die Werbung,,B1
werfen,,B1
das Werk,,B1
das Werkzeug,,B1
der Wert,,B1
wert,,B1
wertlos,,B1
wertvoll,,B1
weshalb,,B1
wetten,,B1
der Wetterbericht,,B1
die Wettervorhersage,,B1
widersprechen,,B1
wieder-,,B1
die Wiederholung,,B1
wiegen,,B1
die Wiese,,B1
wieso,,B1
wild,,B1
winken,,B1
wirken,,B1
die Wirklichkeit,,B1
die Wirkung,,B1
der Wirt,,B1
die Wirtin,,B1
die Wirtschaft,,B1
das Wissen,,B1
der Wissenschaftler,,B1
die Wissenschaftlerin,,B1
wohl,,B1
der Wohnort,,B1
der Wohnsitz,,B1
die Wolle,,B1
worum,,B1
worüber,,B1
die Wunde,,B1
das Wunder,,B1
wundern,,B1
wunderschön,,B1
während,,B1
die Wärme,,B1
das Wörterbuch,,B1
wütend,,B1
zahlreich,,B1
die Zahlung,,B1
die Zahnbürste,,B1
die Zahncreme,,B1
die Zahncrème,,B1
die Zahnpasta,,B1
die Zange,,B1
das Zeichen,,B1
die Zeichnung,,B1
die Zeile,,B1
der Zeitpunkt,,B1
zelten,,B1
zentral,,B1
zerstören,,B1
das Zertifikat,,B1
das Zeug,,B1
der Zeuge,,B1
die Zeugin,,B1
ziemlich,,B1
der Zins,,B1
der Zivilstand,,B1
die Zone,,B1
zubereiten,,B1
der Zufall,,B1
zufällig,,B1
der Zugang,,B1
zugehen,,B1
zugänglich,,B1
das Zuhause,,B1
der Zuhörer,,B1
die Zuhörerin,,B1
die Zukunft,,B1
zukünftig,,B1
zumindest,,B1
zunehmen,,B1
zunächst,,B1
zurechtkommen,,B1
zusagen,,B1
zusammen-,,B1
die Zusammenarbeit,,B1
zusammenfassen,,B1
der Zusammenhang,,B1
zuschauen,,B1
der Zuschauer,,B1
die Zuschauerin,,B1
der Zuschlag,,B1
der Zustand,,B1
zustimmen,,B1
die Zustimmung,,B1
zuständig,,B1
zusätzlich,,B1
die Zutat,,B1
zuverlässig,,B1
das Zvieri,,B1
zwar,,B1
der Zweck,,B1
der Zweifel,,B1
zweifeln,,B1
die Zweitsprache,,B1
die Zwiebel,,B1
zwingen,,B1
zählen,,B1
der Zünder,,B1
das Zündholz,,B1
ähnlich,,B1
die Änderung,,B1
ängstlich,,B1
der Ärger,,B1
ärgerlich,,B1
die Ärztin,,B1
äußerlich,,B1
öffentlich,,B1
die Öffentlichkeit,,B1
öfter,,B1
öko-,,B1
ökologisch,,B1
über-,,B1
überfahren,,B1
überhaupt,,B1
überholen,,B1
überlegen,,B1
die Übernachtung,,B1
übernehmen,,B1
überprüfen,,B1
überqueren,,B1
überraschen,,B1
die Überraschung,,B1
überreden,,B1
die Überschrift,,B1
der Übersetzer,,B1
die Übersetzerin,,B1
die Überstunde,,B1
übertreiben,,B1
die Überweisung,,B1
überzeugen,,B1
die Überzeugung,,B1
üblich,,B1
übrig,,B1
übrigens,,B1
die Übung,,B1
